EPAID,SITENAME,SITEADDR,SITECITY,SITECOUNTY,LATITUDE,LONGITUDE
NCD067441394,"RJR ARCHER, INC.",220 EAST POLO ROAD,WINSTON-SALEM,FORSYTH,36.14293,-80.25641
NCD070619911,TELEDYNE ALLVAC MONROE PLANT,2020 ASHCRAFT AVE,MONROE,UNION,34.98416,-80.52142
NCD071561864,SHERWIN WILLIAMS COMPANY,113 STAGECOACH TRAIL,GREENSBORO,GUILFORD,36.07844,-79.91405
NCD071567374,AGRICO #2/BILL MARTIN LIVESTOCK,408 PATTON AVE,GREENSBORO,GUILFORD,36.04054,-79.78217
NCD071579528,FORBUSH METAL,SPEER BRIDGE ROAD,YADKINVILLE,YADKIN,36.1132,-80.54764
NCD072003635,ATHOL MANUFACTURING COMPANY,C & 22ND ST,BUTNER,GRANVILLE,36.13654,-78.75188
NCD072012354,SINGER CO/FURNITURE DIV WASHINGTON,STATE ROAD 1175,CHOCOWINITY,BEAUFORT,35.5179,-77.10394
NCD072018252,GENERAL ELECTRIC CO/MED STEAM TURBIN,3701 S MIAMI BLVD,DURHAM,DURHAM,35.91543,-78.83158
NCD072019011,SAAB BARRACUDA FACILITY,608 E MCNEILL ST,LILLINGTON,HARNETT,35.391219,-78.809327
NCD074511361,AQUAIR CORPORATION,13300 SAM NEELY RD,CHARLOTTE,MECKLENBURG,35.12682,-80.97049
NCD075570820,PLYMOUTH WOOD TREATING COMPANY,N HWY 45,PLYMOUTH,WASHINGTON,35.90671,-76.70998
NCD075582197,AMORE/WORTH CHEMICAL,2418 EAST PETTIGREW ST,DURHAM,DURHAM,35.97671,-78.87451
NCD077821296,SOUTHERN RESIN/US INDUSTRIES INC,1510 DENTON ROAD,THOMASVILLE,DAVIDSON,35.82539,-80.09718
NCD077838589,THOMASVILLE FOREST PRODUCTS,CLARKSBURY CHRUCH ROAD,THOMASVILLE,DAVIDSON,35.76762,-80.10973
NCD079066833,LENOIR REFINING COMPANY,263 PENNTON AVE NW,LENOIR,CALDWELL,35.91605,-81.52511
NCD080885551,DAUGHERTY CHEMICAL COMPANY,307 WALKER STREET,DURHAM,DURHAM,35.98926,-78.89291
NCD080892441,CHAMPION PRODUCTS INC,350 ATKINSON ST,CLAYTON,JOHNSTON,35.657929,-78.471327
NCD080894645,CHLORIDE AUTOMOTIVE BATTERIES,2525 AND 2539 NOBLIN RD,RALEIGH,WAKE,35.80854,-78.59853
NCD081332900,INX (FORMER) FACILITY,3200 & 3210 CULLMAN AVE,CHARLOTTE,MECKLENBURG,35.24952,-80.80795
NCD082362989,TUNGSTEN QUEEN MINE/ATLAS MINE,SR 1348,TOWNSVILLE,VANCE,36.51791,-78.47438
NCD082363102,HELENA CHEMICAL COMPANY,17321 HARRY MALLOY RD,LAURINBURG,SCOTLAND,34.747388,-79.434544
NCD083669952,STORY BURIAL AREAS/UNION CHEMICAL,6101 ORR ROAD,CHARLOTTE,MECKLENBURG,35.26206,-80.7614
NCD083673590,BENDIX CORPORATION,701 NORTH I-85 ACCESS RD,CHARLOTTE,MECKLENBURG,35.26775,-80.87406
NCD083673616,REEVES BROTHERS,RAILROAD AVE,RUTHERFORDTON,RUTHERFORD,35.37782,-81.94779
NCD083673681,SINGER CO/KEARFOTT DIV,HIGHWAY 70,BLACK MOUNTAIN,BUNCOMBE,35.6056,-82.36493
NCD083674713,HULL SERVICE STATION/PHILLIPS 66,HIGHWAY 274 SOUTH,VALE,LINCOLN,35.50498,-81.4565
NCD083678631,SINCLAIR AND VALENTINE CO.,515 S TURNER AVE,CHARLOTTE,MECKLENBURG,35.24217,-80.86621
NCD084167444,"STANADYNE, INC/DIESEL SYSTEMS",405 WHITE ST,JACKSONVILLE,ONSLOW,34.75635,-77.38845
NCD088563242,MONSANTO COMPANY/ROHM & HAAS,CEDAR CREEK RD,FAYETTEVILLE,CUMBERLAND,34.985,-78.7836
NCD089903983,"UNIVAR USA, INC",3600 WEST WENDOVER AVE,GREENSBORO,GUILFORD,36.06069,-79.86777
NCD089914311,MILLER BREWING CO/CONT DIV,1900 BARNES ST,REIDSVILLE,ROCKINGHAM,36.32894,-79.649
NCD089989917,EMERSON ELECTRIC COMPANY,US 64,MURPHY,CHEROKEE,35.07504,-83.96482
NCD091567065,"STANADYNE, INC/DIESEL SYSTEMS",230 CLARKS NECK RD,WASHINGTON,BEAUFORT,35.564414,-77.081223
NCD091572073,NATIONAL STARCH & CHEMICAL COMPANY,2271 ANDREW JACKSON HWY,LELAND,BRUNSWICK,34.25808,-78.08489
NCD093132207,VOICE OF AMERICA RELAY STATION,COUNTY ROAD 1212,GREENVILLE,PITT,35.62572,-77.48061
NCD093137636,"GENERAL WOOD PRESERVING CO., INC.",HWY 74/76,LELAND,BRUNSWICK,34.24955,-78.07689
NCD093334209,"WILSON, RALPH PLASTICS",CANE CREEK IND PARK,FLETCHER,HENDERSON,35.43645,-82.4793
NCD093334969,S & S METALS RECYCLING COMPANY,SHORTCUT ROAD/SR 2455,GOLD HILL,CABARRUS,35.47759,-80.32881
NCD093338119,SCM CORP. GLIDDEN COATINGS & RESINS,3926 GLENWOOD DRIVE,CHARLOTTE,MECKLENBURG,35.25016,-80.88538
NCD093340487,FLORIDA STEEL CORPORATION,LAKEVIEW RD,CHARLOTTE,MECKLENBURG,35.34089,-80.82738
NCD093783876,VANIER GRAPHICS CORPORATION,655 MEADOW RD,EDEN,ROCKINGHAM,36.514029,-79.723635
NCD095458709,SCHRADER AUTOMOTIVE PRODUCTS DIV.,1609 AIRPORT ROAD,MONROE,UNION,35.022939,-80.622923
NCD095470332,THONIT A SIMMONS COMPANY,11900 STEELE CREEK ROAD,CHARLOTTE,MECKLENBURG,35.13071,-80.98052
NCD096158696,"BURLINGTON INDUSTRIES, INC.",6008 HIGH POINT RD,GREENSBORO,GUILFORD,36.00601,-79.90523
NCD097361018,KIN PROPERTIES ABANDONED DRUMS,920 EASTWAY DRIVE,CHARLOTTE,MECKLENBURG,35.24431,-80.7808
NCD098765506,SINGER CO/FURNITURE DIV BRYSON,BRYSON WALK,BRYSON CITY,SWAIN,35.42268,-83.45883
NCD101750305,"INDUSTRIAL PLASTICS, INC.",CLOVER & MCONNELL ROAD,GREENSBORO,GUILFORD,36.05776,-79.68907
NCD105797922,TECHNIBILT/DIV OF WHITTAKER,EAST PEACE ST,NEWTON,CATAWBA,35.63923,-81.2136
NCD108702606,HARTSOE BATTERY,2513 LINA AVE,KANNAPOLIS,ROWAN,35.52918,-80.61279
NCD130708126,CONSOLIDATED WAREHOUSE,8300 MOORES CHAPEL RD,CHARLOTTE,MECKLENBURG,35.275832,-80.943303
NCD144192606,PARKER-ZENITH,160 TAYLOR ST,ABERDEEN,MOORE,35.136012,-79.437928
NCD144212701,WOODY DRIVE VOCS,609 WOODY DRIVE,GRAHAM,ALAMANCE,36.06033,-79.3877
NCD980483275,HELENA CHEMICAL COMPANY,DENNIS STREET EXTENSION,ENFIELD,HALIFAX,36.17235,-77.67785
NCD980502827,BROWN #1,SR 1504 VANDERBILT RD,PISGAH FOREST,TRANSYLVANIA,35.30494,-82.7328
NCD980502892,CREEK BRIDGE/BORDEN CHEMICAL,US HWY 24-87 (GROVE ST),FAYETTEVILLE,CUMBERLAND,35.05573,-78.87171
NCD980503148,SOUTHCHEM LANDFILL,722 EAST MARKHAM AVE,DURHAM,DURHAM,36.007667,-78.88149
NCD980515308,UNIVERSITY OF NC AT CHAPEL HILL,FINLEY GOLF COURSE RD,,DURHAM,35.8902,-79.0082
NCD980518211,IRT/IBM CORPORATION,4101 S I-85,CHARLOTTE,MECKLENBURG,35.24084,-80.93161
NCD980557623,UNIVERSITY OF NC/ARPT WASTE DISP,AIRPORT RD,CHAPEL HILL,ORANGE,35.93819,-79.060226
NCD980557631,LIVEWIRE ELEC CO/CALIFORNIA SPRAY,1004 SOUTH GEORGE STREET,GOLDSBORO,WAYNE,35.36827,-78.007
NCD980557672,PITT COUNTY UTILITY LANDFILL,PORT TERMINAL RD,GREENVILLE,PITT,35.59677,-77.30611
NCD980557722,HARRISBURG BATTERY,2609 HIGHWAY 49,HARRISBURG,CABARRUS,35.33564,-80.6202
NCD980557847,KAISER ACME FARMARKET,SR 1870,RIEGELWOOD,COLUMBUS,34.32322,-78.20686
NCD980557854,FMC/NIAGARA PESTICIDES,3595 OLD NC 11,AYDEN,PITT,35.49471,-77.41499
NCD980559637,BEAUNIT CORP./DYING & FINISHING,LINEBERGER STREET,LOWELL,GASTON,35.27721,-81.09512
NCD980559983,"PPG IND., INC./WKS 52",WASHBURN SWITCH ROAD,SHELBY,CLEVELAND,35.32496,-81.6316
NCD980600449,"SED, INC. RADAR ROAD",500 RADAR ROAD,GREENSBORO,GUILFORD,36.08774,-79.9327
NCD980602791,SALVAGE OIL OF AMERICA,1227 MCLEOD STREET,ROCKINGHAN,RICHMOND,34.91283,-79.77096
NCD980712038,"SED, INC. SWING COURT",SWING COURT,GREENSBORO,GUILFORD,36.07165,-79.90934
NCD980728745,OSHIELDS FLY ASH,101 LACY LANE,PISGAH FOREST,TRANSYLVANIA,35.282849,-82.688755
NCD980729412,CAROLINA TANK CLEANING COMPANY,1025 NC HWY 68,GREENSBORO,GUILFORD,36.129515,-79.969145
NCD980729479,CAROLAWN COMPANY,1426 W MOUNTAIN ST,KERNERSVILLE,FORSYTH,36.13701,-80.10044
NCD980729677,KNOB CREEK FLYASH DISPOSAL,SR 1540,BREVARD,TRANSYLVANIA,35.22136,-82.70469
NCD980799019,CHEROKEE OIL,1201 BERRYHILL ROAD,CHARLOTTE,MECKLENBURG,35.23604,-80.87466
NCD980838379,ROWE CORP PROPERTY/BOULIGNY SITE,433 W MOREHEAD ST,CHARLOTTE,MECKLENBURG,35.22427,-80.85606
NCD980838478,HONEYWELL INTERNATIONAL INC,3475 N WESLEYAN BLVD,ROCKY MOUNT,NASH,36.01665,-77.768685
NCD980838551,MCDOWELL FIREMAN ASSOCIATION SITE,SR 1214 GREENLEE ROAD,MARION,MCDOWELL,35.68629,-82.04562
NCD980839757,INDIAN GRAVE GAP DRUM DISPOSAL,APPROX 2 MLS N OF SR 1513,LENOIR,CALDWELL,35.97717,-81.52868
NCD980843460,GRANT CREEK WWTP,CRUSE ROAD,SALISBURY,ROWAN,35.71279,-80.43048
NCD980843528,TOWN CREEK REGIONAL WWTP,HEILIGTOWN ROAD,SALISBURY,ROWAN,35.68407,-80.40941
NCD980844336,UNION CARBIDE BATTERY,5400 HOVIS ROAD,CHARLOTTE,MECKLENBURG,35.27263,-80.89558
NCD980844518,AMP INCORPORATED,4798 KINNAMON ROAD,CLEMMONS,FORSYTH,36.0406,-80.37592
NCD980845119,BUCKHORN PESTICIDES,NC 581 & NC 42,WILSON,WILSON,35.67723,-78.10702
NCD980847123,HURT RESIDENCE,HWY 64,MORGANTON,BURKE,35.72962,-81.77404
NCD980848766,GIBBS ELECTROPLATING,5210/5216 HOVIS ROAD,CHARLOTTE,MECKLENBURG,35.2708,-80.89672
NCD980848782,MADISON COUNTY CYANIDE SITE,7735 NC 63 HWY,LEICESTER,MADISON,35.697476,-82.82448
NCD981003957,HENSON LANDFILL,US HIGHWAY 221 SOUTH,FOREST CITY,RUTHERFORD,35.25715,-81.87694
NCD981014517,DYNATECH,TOOMEY AVE,CHARLOTTE,MECKLENBURG,35.2123,-80.8709
NCD981015746,CAROLINA ALUMINUM/HERBERT TAYLOR,SR 1125,ROPER,WASHINGTON,35.84131,-76.59801
NCD981015886,CAROLINA PRODUCTION FINISHING,105 FAIRVIEW RD,ASHEVILLE,BUNCOMBE,35.56547,-82.53511
NCD981021702,"CAMP, LEONARD PROPERTY",SR 2226,EARL,CLEVELAND,35.19825,-81.51242
NCD981022288,C&T REFINERY,4800 SOUTH BOULEVARD,CHARLOTTE,MECKLENBURG,35.17061,-80.87728
NCD981023732,NEUVILLE SOCK PROPERTY,US 64/70 I-40 ACCESS ROAD,HILDEBRAN,BURKE,35.71567,-81.40634
NCD981027915,J STREET FLYASH DISPOSAL SITE,SR 1769,ERWIN,HARNETT,35.3321,-78.68596
NCD981030893,MUSIC CLUB PESTICIDE SITE,SE QUADRANT OF INT US 17,WILLIAMSTON,MARTIN,35.85882,-77.03927
NCD981031578,RAINBOW DRIVE BATTERY,SR 1646,KANNAPOLIS,CABARRUS,35.49155,-80.64284
NCD981473150,CHERRY MT STREET DRUM,602 CHERRY MOUNTAIN,FOREST CITY,RUTHERFORD,35.3414,-81.86236
NCD981474158,SWEETEN CREEK DRUM SITE,115 SWEETEN CREEK ROAD,ASHEVILLE,BUNCOMBE,35.563425,-82.529054
NCD981477839,CRESCENT SQUARE DRY CLEANERS,807-825 MAIN ST,GRAHAM,ALAMANCE,36.056468,-79.401494
NCD981861214,CHARLOTTE TRANSPORTATION TERMINAL,2246 OLD STEELE CREEK RD,CHARLOTTE,MECKLENBURG,35.221024,-80.90248
NCD981861743,DUKE POWER/GREENSBORO GAS PLANT,320 EAST FRIENDLY AVENUE,GREENSBORO,GUILFORD,36.07404,-79.78564
NCD981863012,TRANSCO,236 TRANSCO RD,MOORESVILLE,IREDELL,35.525833,-80.859166
NCD981863228,"SCHERER, R.P.",2021 E. ROOSEVELT BLVD.,MONROE,UNION,34.97906,-80.49294
NCD981863277,PERRY BUILDERS - RALEIGH RD,2846 RALEIGH RD,HENDERSON,VANCE,36.293065,-78.405503
NCD981863814,LANCASTER PLATING,802 EDWARDS ROAD,LILLINGTON,HARNETT,35.39304444,-78.80429444
NCD981864614,ULAH BATTERY/BATTERY PILES,SR 1219/DINAH RD,ASHEBORO,RANDOLPH,35.63955,-79.82928
NCD981865520,T AND S HARDWOODS INC,3635 SKYLAND DRIVE,SYLVA,JACKSON,35.40329,-83.16605
NCD981921083,SWIFT ADHESIVES,9724 INDUSTRIAL DRIVE,PINEVILLE,MECKLENBURG,35.102531,-80.887877
NCD981922362,"GREIF, INC",409 E ELM ST,BLADENBORO,BLADEN,34.53571,-78.78289
NCD981928088,"TEXFI INDUSTRIES, INC/NEW BERN",197 BOSCH BLVD,NEW BERN,CRAVEN,35.13784,-77.10952
NCD981928385,JOHN DEERE TRACTOR,HWY 601 AND SR 1413,MOCKSVILLE,DAVIE,35.96432,-80.61738
NCD981932023,TARBORO-EDGECOMBE AIRPORT,HWY 44,TARBORO,EDGECOMBE,35.93764,-77.54082
NCD981933096,"ROCKY MOUNT, OLD AIRPORT",US 301 BUSINESS,ROCKY MOUNT,NASH,35.96435,-77.78893
NCD982080152,PEE DEE TIMBER CO,230 W BIZZELL ST,LAURINBURG,SCOTLAND,34.77946,-79.46331
NCD982084113,LINAMAR FORGINGS/CAROLINA FORGE,2401 STATONSBURG RD SOUTHEAST,WILSON,WILSON,35.69706,-77.88983
NCD982098774,CAL-TONE PAINTS,5115 NEW BERN AVE,RALEIGH,WAKE,35.79528,-78.55023
NCD982101669,CARY VILLAGE 66,1101 WALNUT ST.,CARY,WAKE,35.77235,-78.76386
NCD982108433,BEAMAN CORP.,6306 N.OLD HWY 421,LIBERTY,RANDOLPH,35.8857,-79.58029
NCD982109084,BROWN EQUIP MFG CO,11601 HAMBRIGHT ROAD,HUNTERSVILLE,MECKLENBURG,35.37719,-80.84444
NCD982115040,PERRY BUILDERS - MOBILE TRACT,NICHOLAS ST & SKENES AVE,HENDERSON,VANCE,36.30966,-78.40466
NCD982116477,"CONAGRA FOODS, INC",4851 JONES SAUSAGE RD,GARNER,WAKE,35.7164,-78.58827
NCD982117590,CUSTOM PROCESSING AND MANUFACTURING,1110 SURRETT DRIVE,HIGH POINT,GUILFORD,35.932749,-80.004167
NCD982119463,DAYCO LANDFILL CRYME COVE ROAD,SR 1134,WAYNESVILLE,HAYWOOD,35.46962,-82.97227
NCD982140014,HYDRO EXTRUSION USA BLDG NO.1,1507 INDUSTRY DRIVE,BURLINGTON,ALAMANCE,36.05983,-79.44621
NCD982156812,WYSONG & MILES,4820 US HWY 29 N,GREENSBORO,GUILFORD,36.16809,-79.71474
NCD982157067,FORTRESS WOOD PRODUCTS,889 FOREMAN BUNDY RD,ELIZABETH CITY,PASQUOTANK,36.26913,-76.32108
NCD986166288,WOODYS TIRE FIRE,HIGHWAY 321,GASTONIA,GASTON,35.19419,-81.2093
NCD986166379,PILOT MOUNTAIN TIRE FIRE,DAVENPORT ROAD,PILOT MOUNTAIN,SURRY,36.288682,-80.693168
NCD986166692,HARWELL ROAD SEPTIC PIT,BEATY AND JOHN D ROADS,GASTONIA,GASTON,35.18801,-81.13924
NCD986166700,TOISNOT SWAMP,PINE STREET,WILSON,WILSON,35.73422,-77.90242
NCD986166759,WILSON SEPTIC PITS,SR 1131,HICKORY,CATAWBA,35.64894,-81.3599
NCD986170678,WOOD ROAD DRUM BURIAL,CIRCLE WOOD RD/SR 2641,GASTONIA,GASTON,35.16131,-81.18321
NCD986171197,AMERICAN CIRCUITS INC,513 W 24TH STREET,CHARLOTTE,MECKLENBURG,35.24685,-80.82707
NCD986171338,PEELE CO. PESTICIDE DISPOSAL,NC 42 EAST,CLAYTON,JOHNSTON,35.64153,-78.43131
NCD986171379,NEW HAVEN DRIVE TCE,NEW HAVEN DRIVE,GASTONIA,GASTON,35.201776,-81.211365
NCD986171445,BENFIELD CHEMICALS,OLD CANTON CLYDE HWY,CANTON,HAYWOOD,35.536885,-82.868823
NCD986171965,CARO-KNIT,SMITH CREEK PKWY & 23RD,WILMINGTON,NEW HANOVER,34.25596,-77.92093
NCD986172500,MCLEAN BROTHERS FARM,SR 1415,WAGRAM,SCOTLAND,34.88664,-79.43231
NCD986172518,OLD MOUNT HOLLY ROAD PCE SITE,OLD MT HOLLY RD & FREEDOM DR,CHARLOTTE,MECKLENBURG,35.27804,-80.93753
NCD986172617,FORBES ROAD WELLS/RAUCH IND,2408 FORBES ROAD,GASTONIA,GASTON,35.1876,-81.20478
NCD986173938,DURHAM GAS PLANT,812 MALLARD AVENUE,DURHAM,DURHAM,35.99641,-78.88842
NCD986175628,LEES MOTOR WORKS,4415 BEATY ROAD,GASTONIA,GASTON,35.187806,-81.137158
NCD986175636,ASHE PATTERN SHOP (FORMER),4411 BEATY ROAD,GASTONIA,GASTON,35.18768,-81.13675
NCD986176030,RHODERIA DRIVE WELLS,LAKEWOOD & RHODERA DRIVE,STALLINGS,UNION,35.07693,-80.69428
NCD986176444,STROH/CHITTY FARM,5066 OVERDALE RD,WINSTON-SALEM,FORSYTH,36.02852,-80.23307
NCD986176480,SOUTHEASTERN ELECTRO POLISHING,936 N MARRIETTA ST,GASTONIA,GASTON,35.27815,-81.18304
NCD986178226,"TEXFI INDUSTRIES, INC",601 HOFFER DRIVE,FAYETTEVILLE,CUMBERLAND,35.08415833,-78.86738333
NCD986180883,CCFC PESTICIDE DISPOSAL,607 HILLSBOROUGH STREET,OXFORD,GRANVILLE,36.306508,-78.598937
NCD986180909,SHELBY DYEING & FINISHING,1038 SAM LATTIMORE ROAD,SHELBY,CLEVELAND,35.25662,-81.5921
NCD986180917,SPANN PROPERTY,US HIGHWAY 25,HENDERSONVILLE,HENDERSON,35.3852,-82.50363
NCD986181857,FRYE CREEK @ US 321 N,S OF US 321 N & 7TH AVE NW,HICKORY,CATAWBA,35.74037,-81.36621
NCD986182582,RHONE-POULENC (RHODIA),207 TELEGRAPH ROAD,GASTONIA,GASTON,35.200737,-81.206184
NCD986186518,OLD ATC REFINERY,801 SURRY STREET,WILMINGTON,NEW HANOVER,34.22416667,-77.94972222
NCD986188001,CHAMPION INTERNATIONAL LANDFILL NO 1,SR 1571 & 1573,CANTON,HAYWOOD,35.54217,-82.86471
NCD986188019,CHAMPION LANDFILL NO 2,SR 1539,CANTON,HAYWOOD,35.53844,-82.88936
NCD986188027,CHAMPION LANDFILL NO 3,SR 1550 I40,CANTON,HAYWOOD,35.54571,-82.85949
NCD986188787,ASHEVILLE COAL GAS PLANT #1,31 RIVERSIDE DRIVE,ASHEVILLE,BUNCOMBE,35.58573,-82.5672
NCD986188803,CHARLOTTE COAL GAS PLANT NO. 2,1400 SOUTH BOULEVARD,CHARLOTTE,MECKLENBURG,35.21573,-80.85399
NCD986188811,CHARLOTTE COAL GAS PLANT NO. 1,200 SOUTH COLLEGE STREET,CHARLOTTE,MECKLENBURG,35.22527,-80.84384
NCD986188829,GASTONIA COAL GAS PLANT,859-A MARIETTA RD,GASTONIA,GASTON,35.27593,-81.184
NCD986188837,HIGH POINT COAL GAS PLANT,CENTENNIAL ST AND KIVETT DRIVE,HIGH POINT,GUILFORD,35.96005,-80.00076
NCD986188845,WINSTON-SALEM COAL GAS PLANT NO. 1,BETWEEN EAST 3RD & 4TH,WINSTON-SALEM,FORSYTH,36.09874,-80.23901
NCD986188852,WINSTON-SALEM COAL GAS PLANT NO. 2,HIGH STREET & BRANCH AVE,WINSTON-SALEM,FORSYTH,36.09125,-80.24451
NCD986188886,GREENVILLE COAL GAS PLANT,PLANT STREET,GREENVILLE,PITT,35.6161,-77.37752
NCD986188894,RALEIGH COAL GAS PLANT NO. 1,S MCDOWELL & W CABARRUS STS,RALEIGH,WAKE,35.77392,-78.64292
NCD986188902,RALEIGH COAL GAS PLANT NO. 2,600 WEST CABARRUS STREET,RALEIGH,WAKE,35.77533,-78.64762
NCD986188910,WILMINGTON COAL GAS PLANT,CASTLE & SURRY STS,WILMINGTON,NEW HANOVER,34.227185,-77.949667
NCD986190213,INNOSPEC PERFORMANCE CHEMICALS,510 W GRIMES AVE,HIGH POINT,GUILFORD,35.95056,-80.00952
NCD986190239,CHEROKEE OIL,925 SOUTH SUMMIT AVE,CHARLOTTE,MECKLENBURG,35.22733,-80.86381
NCD986191484,"STOUT INTERNATIONAL OF NC, INC",HIGHWAY 74 EAST,MONROE,UNION,34.97892,-80.48863
NCD986194405,INX COATINGS & ADHESIVES,1901 POPLAR ST NE,LELAND,BRUNSWICK,34.25236,-78.07073
NCD986195154,PENDER PLATING COMPANY,110 W HAYES ST.,BURGAW,PENDER,34.54682,-77.92643
NCD986197259,NEW BERN COAL GAS PLANT,506 TRYON PALACE DRIVE,NEW BERN,CRAVEN,35.105447,-77.042615
NCD986197267,ELIZABETH CITY COAL GAS,WARD AND FOURTH STREETS,ELIZABETH CITY,PASQUOTANK,36.30933,-76.2176
NCD986197275,WASHINGTON COAL GAS PLANT,WEST 3RD STREET,WASHINGTON,BEAUFORT,35.54629,-77.05881
NCD986197283,SALISBURY COAL GAS PLANT #1,324 EAST LIBERTY STREET,SALISBURY,ROWAN,35.66721,-80.46474
NCD986197291,STATESVILLE COAL GAS PLANT,615 SOUTH CENTER STREET,STATESVILLE,IREDELL,35.778154,-80.884283
NCD986197309,GOLDSBORO COAL GAS PLANT #1,VIRGINIA AND VINE STREETS,GOLDSBORO,WAYNE,35.39101,-77.99986
NCD986197317,ROCKY MOUNT COAL GAS PLANT NO. 2,100 EAST VIRGINIA STREET,ROCKY MOUNT,NASH,35.95128,-77.79082
NCD986197325,ROCKY MOUNT COAL GAS PLANT NO. 1,WYE STREET,ROCKY MOUNT,NASH,35.93154,-77.79926
NCD986197333,CONCORD COAL GAS PLANT,183 ACADEMY AVENUE NW,CONCORD,CABARRUS,35.41153,-80.59213
NCD986197341,FAYETTEVILLE COAL GAS/RAY AVE,RAY AVENUE,FAYETTEVILLE,CUMBERLAND,35.05688,-78.88169
NCD986197358,LEXINGTON COAL GAS PLANT,SR 2001-GAS PLANT ROAD,LEXINGTON,DAVIDSON,35.83114,-80.22354
NCD986197366,KINSTON COAL GAS PLANT,SOUTH & HERITAGE STREETS,KINSTON,LENOIR,35.2548,-77.5844
NCD986205839,ORANGE COUNTY SCHOOL BUS GARAGE,231 HOLMAN DR,HILLSBOROUGH,ORANGE,36.0891,-79.0987
NCD986205953,SOUTHWOOD CORPORATION,4700 WESTINGHOUSE BLVD,CHARLOTTE,MECKLENBURG,35.14043,-80.98145
NCD986209575,CARDINAL CHEMICAL WAREHOUSE FIRE,NC 211 & NC 72,LUMBERTON,ROBESON,34.610434,-78.978774
NCD986211274,STONEY FORK CREEK DRUM DUMP SITE,MT. ZION ROAD,DEEP GAP,WILKES,36.16989,-81.46654
NCD986215242,P AND W WASTE OIL,10518 ROYSTER RD,LELAND,BRUNSWICK,34.271085,-78.004135
NCD986215465,JMC USA INC,ONE INNOVATION DR,RTP,DURHAM,35.876077,-78.885044
NCD986223170,MCBESS INDUSTRIES,OLD HWY 321,HIGH SHOALS,GASTON,35.39787,-81.20128
NCD986228054,KANNAPOLIS PCE SPILL,ENOCHVILLE ROAD,KANNAPOLIS,ROWAN,35.52750963,-80.65044
NCD986230688,"COMMERCIAL VEHICLE GROUP, INC",2227 OLD SALISBURY HWY (US 70),STATESVILLE,IREDELL,35.75845,-80.82145
NCD986231967,TOM SADLER ROAD WELLS,TOM SADLER RD,CHARLOTTE,MECKLENBURG,35.28963,-80.96035
NCD986232213,SUMMIT RESOURCE MANAGEMENT,3501 GRIBBLE ROAD,STALLINGS,UNION,35.08495,-80.67816
NCD986232379,GRESHAMS LAKE INDUSTRIAL PARK,3220 NORTHSIDE DRIVE,RALEIGH,WAKE,35.88289,-78.58121
NCD986232676,ROCK-TENN MARION FOLDING,33 BURGIN ST,MARION,MCDOWELL,35.681924,-82.011626
NCD990715658,"SOUTHERN MANUFACTURING, INC.",1000 SEABOARD ST,CHARLOTTE,MECKLENBURG,35.23937,-80.84569
NCD990733180,"HOSPIRA, INC.",4285 NORTH WESLEYAN BLVD,ROCKY MOUNT,NASH,36.035219,-77.761911
NCD990734055,HERCOFINA/CAPE INDUSTRIES,4600 HWY 421 N,WILMINGTON,NEW HANOVER,34.31383,-77.98064
NCD990867855,"FAWN PLASTICS CO., INC.",401 JEFFREYS ROAD,ROCKY MOUNT,NASH,35.98614,-77.78666
NCD990868168,INMONT CORP/BASF CORPORATION,1701 W WESTINGHOUSE BLVD,CHARLOTTE,MECKLENBURG,35.12516,-80.93696
NCD990883001,MONARCH FURNITURE CORPORATION,301 SCIENTIFIC ST,JAMESTOWN,GUILFORD,35.988745,-79.950545
NCD991277724,"MITCHELL SYSTEMS, INC.",ALTAPASS RD,SPRUCE PINE,MITCHELL,35.901447,-82.005622
NCD991277922,GASTON COUNTY DYEING MACHINE CO STANLEY,200 S MAIN ST,STANLEY,GASTON,35.35878,-81.09605
NCD991278300,UNITED DRUM T/A RELIANCE UNIV.,214 BERKLEY ST,HIGH POINT,GUILFORD,35.92312,-80.03894
NCD991278581,BURLINGTON FURNITURE/LUMBER PL,US 64 EAST,LEXINGTON,DAVIDSON,35.77848,-80.12303
NCD991278680,CHEMCRAFT/SADOLIN PAINT PRODUCTS,3950 NEW WALKERTOWN RD,WINSTON-SALEM,FORSYTH,36.14497,-80.18803
NCD991278714,"CAROCHEM, INC.",540 GULF ST,DURHAM,DURHAM,35.97987,-78.8764
NCD991278730,SQUIBB E R & SONS,FLOWERS RD,KENLY,JOHNSTON,35.58492,-78.14422
NCD991278755,"MARTINS BATTERY SALVAGE, INC.",5500 ASHLAND RD,KANNAPOLIS,CABARRUS,35.49195,-80.53729
NCD991278839,NORTH STATE CHEMICALS,6211 HUNT RD,PLEASANT GARDEN,GUILFORD,35.955555,-79.761225
NCD991278920,RALEIGH NEUSE RIVER WWTP,BATTLE-BRIDGE RD SR 2552,RALEIGH,WAKE,35.72498,-78.48553
NCN000040532,CARL DRIVE TIRE FIRE,2242 CARL DRIVE,ASHEBORO,RANDOLPH,35.766136,-79.817371
NCN000402583,STACKPOLE COMPOENTS/ARK-LES LABS,3400 YONKERS ROAD,RALEIGH,WAKE,35.79655,-78.58786
NCN000403952,MARKET STREET STORAGE,3939 W MARKET ST,GREENSBORO,GUILFORD,36.06812,-79.85206
NCN000404408,WOODLIEF ROAD TCE,9008 WOODLIEF RD,WAKE FOREST,WAKE,36.03318,-78.62143
